Customer_ID,Transaction_Date,Transaction_Type,Amount,Channel
1057,2024-01-03 09:00:00,Debit,2667.1385701913614,ATM
1025,2024-01-03 10:00:00,Credit,2249.776827656794,Online
1173,2024-01-03 11:00:00,Credit,431.1179789172663,Mobile
1028,2024-01-03 12:00:00,Credit,2002.8500544895078,POS
1003,2024-01-03 13:00:00,Credit,4551.57183754285,ATM
1098,2024-01-03 14:00:00,Credit,4042.032923233699,POS
1140,2024-01-03 15:00:00,Debit,1088.096311408319,ATM
1038,2024-01-03 16:00:00,Credit,2338.3728456391073,Mobile
1014,2024-01-03 17:00:00,Debit,4085.4487807671376,Online
1118,2024-01-03 18:00:00,Debit,346.2489283797574,Online
1028,2024-01-03 19:00:00,Credit,1943.0890024866098,Online
1156,2024-01-03 20:00:00,Credit,4260.687772000999,ATM
1074,2024-01-03 21:00:00,Debit,2025.4503422089174,Mobile
1115,2024-01-03 22:00:00,Debit,397.2970772098899,POS
1031,2024-01-03 23:00:00,Debit,2717.2464989759346,Mobile
1129,2024-01-04 00:00:00,Credit,4310.095049642294,POS
1174,2024-01-04 01:00:00,Debit,2955.524859336267,ATM
1083,2024-01-04 02:00:00,Credit,1139.1327499890167,ATM
1021,2024-01-04 03:00:00,Credit,1927.355704485533,POS
1026,2024-01-04 04:00:00,Credit,2256.1155722978415,POS
1194,2024-01-04 05:00:00,Debit,2900.539105564429,POS
1080,2024-01-04 06:00:00,Credit,3799.161618505539,Mobile
1125,2024-01-04 07:00:00,Credit,503.3793520267707,POS
1183,2024-01-04 08:00:00,Credit,4449.363644757656,ATM
1091,2024-01-04 09:00:00,Credit,71.42541805021719,ATM
1020,2024-01-04 10:00:00,Credit,1856.5611500245336,Online
1046,2024-01-04 11:00:00,Debit,146.82734676356168,POS
1100,2024-01-04 12:00:00,Credit,1970.9413844730034,Mobile
1186,2024-01-04 13:00:00,Credit,2633.8048683778857,Mobile
1083,2024-01-04 14:00:00,Debit,2563.2901190417438,Mobile
1005,2024-01-04 15:00:00,Credit,836.4854516710441,Online
1146,2024-01-04 16:00:00,Debit,3232.2451453771055,ATM
1184,2024-01-04 17:00:00,Credit,233.44446801829443,Mobile
1196,2024-01-04 18:00:00,Debit,3811.9150324607526,ATM
1130,2024-01-04 19:00:00,Debit,4733.755725627796,Online
1000,2024-01-04 20:00:00,Credit,1705.4464474840784,POS
1057,2024-01-04 21:00:00,Credit,2591.0245147545165,POS
1123,2024-01-04 22:00:00,Credit,1900.762287513484,POS
1165,2024-01-04 23:00:00,Debit,43.48484761725917,Mobile
1014,2024-01-05 00:00:00,Debit,1935.5137694466284,POS
1161,2024-01-05 01:00:00,Debit,3960.6840937141187,Mobile
1188,2024-01-05 02:00:00,Credit,2983.9843224955744,Online
1162,2024-01-05 03:00:00,Debit,515.2869739296431,Online
1063,2024-01-05 04:00:00,Debit,4237.226053571987,Mobile
1024,2024-01-05 05:00:00,Credit,2660.1158709773617,ATM
1023,2024-01-05 06:00:00,Debit,4210.199575105934,POS
1011,2024-01-05 07:00:00,Debit,2905.3053787372965,POS
1017,2024-01-05 08:00:00,Credit,2802.84533974132,POS
1014,2024-01-05 09:00:00,Debit,535.2433341330918,Mobile
1026,2024-01-05 10:00:00,Credit,845.1250683617535,Online
1071,2024-01-05 11:00:00,Credit,4860.40602991799,POS
1059,2024-01-05 12:00:00,Credit,1150.1488663063062,Online
1173,2024-01-05 13:00:00,Credit,4887.486068771936,POS
1144,2024-01-05 14:00:00,Credit,2664.244405556074,POS
1092,2024-01-05 15:00:00,Debit,687.5873448490463,Mobile
1052,2024-01-05 16:00:00,Debit,505.5179917409278,ATM
1007,2024-01-05 17:00:00,Credit,1052.2317128216425,Mobile
1078,2024-01-05 18:00:00,Credit,4628.930276826425,POS
1026,2024-01-05 19:00:00,Debit,2076.6096193978515,POS
1173,2024-01-05 20:00:00,Credit,1983.2169972846427,ATM
1049,2024-01-05 21:00:00,Credit,1572.8992427401683,Online
1198,2024-01-05 22:00:00,Credit,743.838634327276,Online
1130,2024-01-05 23:00:00,Debit,2444.3774739901082,POS
1092,2024-01-06 00:00:00,Debit,658.938434730582,Online
1191,2024-01-06 01:00:00,Credit,4179.0463795478145,POS
1171,2024-01-06 02:00:00,Credit,1858.2809615137794,ATM
1180,2024-01-06 03:00:00,Debit,1880.269803231164,ATM
1023,2024-01-06 04:00:00,Debit,2375.292078130948,POS
1059,2024-01-06 05:00:00,Credit,2226.1972886971007,ATM
1121,2024-01-06 06:00:00,Credit,4974.341285566014,Mobile
1130,2024-01-06 07:00:00,Debit,2731.4517948793296,Mobile
1147,2024-01-06 08:00:00,Debit,450.12650191145474,ATM
1045,2024-01-06 09:00:00,Debit,3038.3179344688806,POS
1014,2024-01-06 10:00:00,Credit,766.405621420701,POS
1152,2024-01-06 11:00:00,Debit,164.37884720939644,ATM
1198,2024-01-06 12:00:00,Credit,4854.0033468494685,Online
1016,2024-01-06 13:00:00,Debit,3869.9590687574737,Mobile
1125,2024-01-06 14:00:00,Debit,4900.743872144697,Online
1083,2024-01-06 15:00:00,Debit,2394.61345563099,POS
1008,2024-01-06 16:00:00,Debit,2665.965080433391,POS
1165,2024-01-06 17:00:00,Credit,850.0014100364598,Online
1175,2024-01-06 18:00:00,Credit,1242.068059071252,ATM
1187,2024-01-06 19:00:00,Debit,4194.360582365112,Online
1062,2024-01-06 20:00:00,Credit,1787.3663791167949,Online
1116,2024-01-06 21:00:00,Debit,4135.80671924413,Mobile
1129,2024-01-06 22:00:00,Debit,3547.9784841922888,Mobile
1087,2024-01-06 23:00:00,Debit,894.0829171066089,Online
1071,2024-01-07 00:00:00,Debit,2542.1573669375134,Online
1138,2024-01-07 01:00:00,Credit,3390.162734378397,POS
1063,2024-01-07 02:00:00,Debit,1182.8357018710874,Mobile
1071,2024-01-07 03:00:00,Debit,4155.135667495184,Mobile
1020,2024-01-07 04:00:00,Credit,2728.690011150482,POS
1017,2024-01-07 05:00:00,Debit,834.55783170859,ATM
1063,2024-01-07 06:00:00,Debit,2919.092286561366,Mobile
1081,2024-01-07 07:00:00,Debit,4998.5718827380115,Mobile
1109,2024-01-07 08:00:00,Credit,761.1022434004336,ATM
1094,2024-01-07 09:00:00,Debit,4085.617081296445,Mobile
1165,2024-01-07 10:00:00,Credit,1044.4719259059143,Mobile
1031,2024-01-07 11:00:00,Debit,3914.1177640058354,ATM
1010,2024-01-07 12:00:00,Debit,3675.543836375852,ATM
1044,2024-01-07 13:00:00,Credit,1509.4420341461575,Online
1032,2024-01-07 14:00:00,Debit,1635.8573566466046,POS
1101,2024-01-07 15:00:00,Debit,3964.6817458949668,POS
1168,2024-01-07 16:00:00,Credit,2312.61310431769,ATM
1135,2024-01-07 17:00:00,Credit,3656.7819632719256,ATM
1010,2024-01-07 18:00:00,Credit,748.4408953555154,Mobile
1178,2024-01-07 19:00:00,Credit,4264.263331688752,Online
1087,2024-01-07 20:00:00,Credit,3557.3147362447726,Online
1040,2024-01-07 21:00:00,Debit,4535.644616085821,ATM
1144,2024-01-07 22:00:00,Credit,670.5381713845126,Mobile
1075,2024-01-07 23:00:00,Debit,2969.1423567993825,Mobile
1120,2024-01-08 00:00:00,Debit,2999.6117193512227,POS
1045,2024-01-08 01:00:00,Debit,1773.7690953284443,POS
1159,2024-01-08 02:00:00,Credit,2297.7474586005965,Mobile
1079,2024-01-08 03:00:00,Credit,199.52800081636883,POS
1053,2024-01-08 04:00:00,Debit,3731.84159274879,ATM
1085,2024-01-08 05:00:00,Credit,2751.119172221838,Mobile
1091,2024-01-08 06:00:00,Credit,298.12784882717716,POS
1147,2024-01-08 07:00:00,Credit,3406.971905872823,Online
1160,2024-01-08 08:00:00,Credit,2339.2425653836276,Mobile
1167,2024-01-08 09:00:00,Debit,181.96168453075,Mobile
1159,2024-01-08 10:00:00,Debit,4848.342556971996,Online
1096,2024-01-08 11:00:00,Credit,4746.069594016308,ATM
1001,2024-01-08 12:00:00,Debit,2569.3830565745156,Online
1032,2024-01-08 13:00:00,Credit,477.4253793224919,Mobile
1157,2024-01-08 14:00:00,Credit,3775.559895776973,ATM
1160,2024-01-08 15:00:00,Debit,2464.736189527588,POS
1076,2024-01-08 16:00:00,Debit,1519.2129166640057,POS
1115,2024-01-08 17:00:00,Debit,2462.176705867498,POS
1153,2024-01-08 18:00:00,Credit,2616.996285573268,Mobile
1149,2024-01-08 19:00:00,Debit,2817.931378121473,Online
1102,2024-01-08 20:00:00,Credit,2211.7063311400793,ATM
1193,2024-01-08 21:00:00,Debit,3032.718962663893,POS
1165,2024-01-08 22:00:00,Debit,4594.486205925823,ATM
1102,2024-01-08 23:00:00,Credit,1817.7177546219698,Mobile
1089,2024-01-09 00:00:00,Credit,3631.3251514675458,POS
1173,2024-01-09 01:00:00,Credit,4473.318258552918,Mobile
1121,2024-01-09 02:00:00,Credit,2285.336586042085,Online
1142,2024-01-09 03:00:00,Credit,2222.8446235457013,Mobile
1105,2024-01-09 04:00:00,Credit,3014.56375692035,Mobile
1118,2024-01-09 05:00:00,Credit,2961.1197295182155,Online
1171,2024-01-09 06:00:00,Credit,4034.880818208122,ATM
1048,2024-01-09 07:00:00,Debit,2387.6520850536804,Online
1103,2024-01-09 08:00:00,Credit,4980.653518700811,Online
1060,2024-01-09 09:00:00,Credit,306.7631286477311,Mobile
1194,2024-01-09 10:00:00,Debit,25.80756441770167,ATM
1122,2024-01-09 11:00:00,Credit,3204.5895746825227,POS
1133,2024-01-09 12:00:00,Debit,1499.1902126857647,Online
1008,2024-01-09 13:00:00,Debit,1209.5081196104243,ATM
1005,2024-01-09 14:00:00,Credit,1566.3764092213596,Online
1072,2024-01-09 15:00:00,Debit,1287.677349873722,Online
1102,2024-01-09 16:00:00,Credit,163.64234780563476,Online
1159,2024-01-09 17:00:00,Debit,4857.949881529037,Online
1040,2024-01-09 18:00:00,Debit,1111.5199873793808,Mobile
1113,2024-01-09 19:00:00,Debit,3672.8085153206384,ATM
1007,2024-01-09 20:00:00,Credit,3815.3560095239345,ATM
1071,2024-01-09 21:00:00,Credit,4646.994416056074,ATM
1177,2024-01-09 22:00:00,Debit,162.44179089596605,Online
1091,2024-01-09 23:00:00,Debit,4361.521208850569,Mobile
1061,2024-01-10 00:00:00,Credit,2640.858642390603,Online
1083,2024-01-10 01:00:00,Credit,3166.3951087294813,Online
1061,2024-01-10 02:00:00,Debit,3225.906682833958,ATM
1110,2024-01-10 03:00:00,Debit,4100.79104687379,Online
1126,2024-01-10 04:00:00,Credit,1673.7025375739615,POS
1006,2024-01-10 05:00:00,Credit,3667.925437401367,Online
1083,2024-01-10 06:00:00,Credit,2647.6047675137634,POS
1131,2024-01-10 07:00:00,Credit,3969.036131383685,Online
1133,2024-01-10 08:00:00,Credit,4952.824703522966,Mobile
1057,2024-01-10 09:00:00,Debit,1011.2485768447685,Mobile
1021,2024-01-10 10:00:00,Credit,4973.2967213843895,ATM
1153,2024-01-10 11:00:00,Debit,458.1626498710423,Online
1126,2024-01-10 12:00:00,Credit,21.564564045021193,POS
1002,2024-01-10 13:00:00,Debit,230.368061527378,POS
1126,2024-01-10 14:00:00,Credit,1715.494199636441,Online
1040,2024-01-10 15:00:00,Credit,3168.2025900853864,POS
1187,2024-01-10 16:00:00,Debit,354.45740903036966,Mobile
1105,2024-01-10 17:00:00,Debit,38.27241450254068,POS
1013,2024-01-10 18:00:00,Credit,4686.084232009386,ATM
1011,2024-01-10 19:00:00,Credit,4111.413913340249,Mobile
1086,2024-01-10 20:00:00,Credit,4047.824023983765,Mobile
1011,2024-01-10 21:00:00,Credit,4423.277134754866,Mobile
1140,2024-01-10 22:00:00,Credit,3503.171021132801,Online
1024,2024-01-10 23:00:00,Debit,530.9766074429264,Online
1044,2024-01-11 00:00:00,Debit,2001.5099384878781,Mobile
1121,2024-01-11 01:00:00,Credit,3618.5159374585014,Online
1146,2024-01-11 02:00:00,Debit,1408.8689593496892,POS
1054,2024-01-11 03:00:00,Debit,3440.1577570398254,Online
1099,2024-01-11 04:00:00,Debit,132.24725685558525,Online
1172,2024-01-11 05:00:00,Credit,1537.6253309891702,Mobile
1135,2024-01-11 06:00:00,Debit,2750.1603780230917,ATM
1118,2024-01-11 07:00:00,Credit,3164.128249236149,ATM
1052,2024-01-11 08:00:00,Debit,2889.432915664935,ATM
1182,2024-01-11 09:00:00,Credit,3491.8038176064133,POS
1031,2024-01-11 10:00:00,Debit,40.38285371679696,Online
1050,2024-01-11 11:00:00,Credit,513.6965878878323,ATM
1043,2024-01-11 12:00:00,Credit,4346.031818872934,Mobile
1081,2024-01-11 13:00:00,Debit,3411.9257340099043,ATM
1197,2024-01-11 14:00:00,Credit,573.5288970031964,ATM
1145,2024-01-11 15:00:00,Credit,4211.951442618911,Online
1149,2024-01-11 16:00:00,Credit,1218.733776944589,Online
1036,2024-01-11 17:00:00,Credit,2396.516822134165,Online
1095,2024-01-11 18:00:00,Credit,734.5305992944549,POS
1055,2024-01-11 19:00:00,Credit,3553.449181544316,POS
1104,2024-01-11 20:00:00,Credit,3337.6035608611965,ATM
1058,2024-01-11 21:00:00,Credit,1063.4512311190197,Online
1130,2024-01-11 22:00:00,Debit,4318.369826616439,ATM
1155,2024-01-11 23:00:00,Debit,2012.5170608563637,Mobile
1034,2024-01-12 00:00:00,Credit,1469.6503044430017,Mobile
1188,2024-01-12 01:00:00,Credit,770.1246514280319,Online
1092,2024-01-12 02:00:00,Debit,1338.1783824525319,Online
1181,2024-01-12 03:00:00,Debit,119.91433690684681,Mobile
1190,2024-01-12 04:00:00,Debit,2920.4548873560166,Online
1096,2024-01-12 05:00:00,Credit,4212.7314242563,POS
1134,2024-01-12 06:00:00,Debit,2749.4124427137926,POS
1075,2024-01-12 07:00:00,Credit,1104.1770700001398,Online
1048,2024-01-12 08:00:00,Credit,178.00919928722487,Mobile
1093,2024-01-12 09:00:00,Debit,1080.9940855614261,ATM
1158,2024-01-12 10:00:00,Credit,2086.445926074751,Online
1185,2024-01-12 11:00:00,Credit,3800.4610292119846,Online
1188,2024-01-12 12:00:00,Credit,947.3358341634928,ATM
1023,2024-01-12 13:00:00,Credit,3601.7593522398834,Online
1147,2024-01-12 14:00:00,Debit,4335.998007075899,ATM
1036,2024-01-12 15:00:00,Debit,2275.194772060702,Mobile
1003,2024-01-12 16:00:00,Credit,4108.945638296541,POS
1107,2024-01-12 17:00:00,Credit,2777.740166695127,Mobile
1125,2024-01-12 18:00:00,Debit,3189.0832770337156,POS
1019,2024-01-12 19:00:00,Credit,2636.1295170876315,ATM
1187,2024-01-12 20:00:00,Debit,2321.2318565891956,POS
1151,2024-01-12 21:00:00,Credit,1180.9206744614883,Mobile
1049,2024-01-12 22:00:00,Credit,1522.9383567106197,POS
1176,2024-01-12 23:00:00,Debit,1456.950893528609,ATM
1178,2024-01-13 00:00:00,Debit,2820.8117654595353,POS
1095,2024-01-13 01:00:00,Debit,608.5689281892107,Online
1104,2024-01-13 02:00:00,Debit,4584.7905366046525,Mobile
1163,2024-01-13 03:00:00,Credit,3606.069174962735,Online
1116,2024-01-13 04:00:00,Debit,2013.2136982568363,ATM
1097,2024-01-13 05:00:00,Credit,801.5344811866261,POS
1065,2024-01-13 06:00:00,Debit,4411.140926910963,Online
1078,2024-01-13 07:00:00,Debit,4120.652669604814,Online
1161,2024-01-13 08:00:00,Credit,3611.3905480587246,POS
1163,2024-01-13 09:00:00,Debit,1365.0197665820995,POS
1005,2024-01-13 10:00:00,Debit,2018.208720794008,Mobile
1038,2024-01-13 11:00:00,Debit,522.7137797375925,Online
1169,2024-01-13 12:00:00,Debit,953.3072283903832,Online
1114,2024-01-13 13:00:00,Credit,3917.253020210497,ATM
1185,2024-01-13 14:00:00,Credit,3578.043207064912,Mobile
1124,2024-01-13 15:00:00,Debit,2971.4939572499143,ATM
1011,2024-01-13 16:00:00,Debit,4479.676362371602,Online
1130,2024-01-13 17:00:00,Debit,2920.4999238870964,ATM
1017,2024-01-13 18:00:00,Credit,2340.1703198184173,Online
1039,2024-01-13 19:00:00,Credit,1708.4500240657558,Online
1020,2024-01-13 20:00:00,Credit,4702.838043623501,ATM
1142,2024-01-13 21:00:00,Credit,422.75015300652393,ATM
1098,2024-01-13 22:00:00,Debit,4655.127986583434,POS
1025,2024-01-13 23:00:00,Debit,4135.306153055782,POS
1007,2024-01-14 00:00:00,Debit,658.3503234331495,POS
1099,2024-01-14 01:00:00,Credit,2829.2719447995155,Online
1086,2024-01-14 02:00:00,Debit,4334.074428927944,ATM
1041,2024-01-14 03:00:00,Credit,2863.327726399697,Mobile
1171,2024-01-14 04:00:00,Credit,4536.927109587506,Online
1013,2024-01-14 05:00:00,Debit,4715.489245912052,Mobile
1077,2024-01-14 06:00:00,Debit,2117.698765699686,ATM
1001,2024-01-14 07:00:00,Debit,1892.7951704175548,Online
1118,2024-01-14 08:00:00,Credit,4682.242558306092,Mobile
1036,2024-01-14 09:00:00,Credit,3378.9489051368437,Mobile
1068,2024-01-14 10:00:00,Debit,588.9531799273648,POS
1165,2024-01-14 11:00:00,Debit,221.03582862117918,POS
1040,2024-01-14 12:00:00,Credit,2827.498964476343,POS
1061,2024-01-14 13:00:00,Debit,4651.553117537739,Online
1059,2024-01-14 14:00:00,Credit,4222.801025005034,ATM
1124,2024-01-14 15:00:00,Credit,3382.4802548570387,ATM
1110,2024-01-14 16:00:00,Debit,704.1880859665267,POS
1013,2024-01-14 17:00:00,Debit,1278.614604905991,POS
1083,2024-01-14 18:00:00,Debit,4378.801020497554,POS
1129,2024-01-14 19:00:00,Debit,922.2081109179333,Mobile
1069,2024-01-14 20:00:00,Credit,1399.4126471696684,POS
1144,2024-01-14 21:00:00,Credit,656.7072494652554,Mobile
1122,2024-01-14 22:00:00,Credit,3383.7800747579113,ATM
1088,2024-01-14 23:00:00,Debit,4720.471703762416,Online
1027,2024-01-15 00:00:00,Credit,1352.1504776609759,Online
1065,2024-01-15 01:00:00,Debit,2382.2789731718676,Online
1162,2024-01-15 02:00:00,Debit,3175.3553011589092,Online
1004,2024-01-15 03:00:00,Debit,4997.336578595997,Mobile
1192,2024-01-15 04:00:00,Debit,532.9922443378848,Mobile
1167,2024-01-15 05:00:00,Debit,2497.8682895334887,POS
1183,2024-01-15 06:00:00,Debit,1931.7493983134752,Mobile
1163,2024-01-15 07:00:00,Credit,4330.4426244595525,POS
1044,2024-01-15 08:00:00,Debit,2385.0789777481627,POS
1150,2024-01-15 09:00:00,Credit,563.777847679889,Online
1046,2024-01-15 10:00:00,Credit,3175.7764849800524,Mobile
1030,2024-01-15 11:00:00,Debit,3856.19528513676,Mobile
1138,2024-01-15 12:00:00,Debit,24.377445811416816,POS
1009,2024-01-15 13:00:00,Debit,4296.193860248942,POS
1194,2024-01-15 14:00:00,Credit,938.2547700282715,ATM
1117,2024-01-15 15:00:00,Debit,2764.8261296203555,ATM
1013,2024-01-15 16:00:00,Credit,2084.8295284303763,POS
1079,2024-01-15 17:00:00,Debit,3601.072544886547,ATM
1092,2024-01-15 18:00:00,Debit,1862.0964577808518,ATM
1009,2024-01-15 19:00:00,Credit,4350.118251641737,POS
1075,2024-01-15 20:00:00,Credit,3655.176841184363,POS
1093,2024-01-15 21:00:00,Debit,3242.088723603978,Mobile
1104,2024-01-15 22:00:00,Credit,3983.240571858643,POS
1000,2024-01-15 23:00:00,Credit,3772.5749442926276,POS
1132,2024-01-16 00:00:00,Credit,189.33398785855115,Online
1019,2024-01-16 01:00:00,Credit,1979.7244256856925,Mobile
1007,2024-01-16 02:00:00,Credit,4654.728413609284,Mobile
1170,2024-01-16 03:00:00,Debit,637.3641022712088,Mobile
1000,2024-01-16 04:00:00,Debit,3688.1117866559357,Online
1056,2024-01-16 05:00:00,Credit,4873.213138563295,POS
1063,2024-01-16 06:00:00,Debit,270.47115893440844,Mobile
1117,2024-01-16 07:00:00,Debit,3414.147464326786,Mobile
1027,2024-01-16 08:00:00,Credit,2346.0891650921417,ATM
1120,2024-01-16 09:00:00,Debit,2900.0845243198637,Mobile
1106,2024-01-16 10:00:00,Credit,435.853269056781,POS
1164,2024-01-16 11:00:00,Credit,224.604689816028,POS
1174,2024-01-16 12:00:00,Debit,3337.6646361490994,ATM
1164,2024-01-16 13:00:00,Credit,4118.3140548053825,Mobile
1048,2024-01-16 14:00:00,Credit,3912.2565213155067,Mobile
1119,2024-01-16 15:00:00,Credit,2723.5905820525245,Mobile
1043,2024-01-16 16:00:00,Credit,508.3354374695291,Online
1055,2024-01-16 17:00:00,Credit,3443.341774741709,Mobile
1155,2024-01-16 18:00:00,Debit,1217.0255289351883,POS
1110,2024-01-16 19:00:00,Debit,4556.232826809244,POS
1133,2024-01-16 20:00:00,Credit,4192.944144133067,Online
1107,2024-01-16 21:00:00,Credit,3549.821005766081,Online
1188,2024-01-16 22:00:00,Debit,4744.74131959734,Mobile
1147,2024-01-16 23:00:00,Credit,166.79488934125192,ATM
1113,2024-01-17 00:00:00,Debit,3683.640121053202,Online
1077,2024-01-17 01:00:00,Credit,1657.9114688886625,Online
1129,2024-01-17 02:00:00,Credit,4531.268769574963,Mobile
1036,2024-01-17 03:00:00,Credit,1340.7092313432681,Mobile
1019,2024-01-17 04:00:00,Credit,3627.033931581935,Online
1025,2024-01-17 05:00:00,Credit,4389.458628057399,ATM
1028,2024-01-17 06:00:00,Credit,217.86752372958532,Online
1000,2024-01-17 07:00:00,Credit,1994.2614221642602,Mobile
1118,2024-01-17 08:00:00,Debit,3813.922069789474,Mobile
1034,2024-01-17 09:00:00,Debit,2280.0452586428596,Online
1197,2024-01-17 10:00:00,Debit,1343.5906226700406,ATM
1058,2024-01-17 11:00:00,Credit,1106.8286906277183,Online
1068,2024-01-17 12:00:00,Credit,666.2761519127258,Online
1160,2024-01-17 13:00:00,Credit,4287.076503682849,Mobile
1178,2024-01-17 14:00:00,Credit,2881.023462225264,ATM
1011,2024-01-17 15:00:00,Credit,391.16087550736535,POS
1019,2024-01-17 16:00:00,Credit,1919.0758146174708,ATM
1180,2024-01-17 17:00:00,Credit,1844.9909175174982,Online
1042,2024-01-17 18:00:00,Debit,916.8785616402203,Online
1125,2024-01-17 19:00:00,Credit,2183.1830511062317,Online
1049,2024-01-17 20:00:00,Debit,1667.175833311751,ATM
1028,2024-01-17 21:00:00,Debit,1715.6004904059907,Mobile
1184,2024-01-17 22:00:00,Credit,3697.7425233619138,Online
1038,2024-01-17 23:00:00,Credit,1124.0842936709296,Online
1183,2024-01-18 00:00:00,Debit,3212.8811946882233,ATM
1170,2024-01-18 01:00:00,Debit,2857.541623165865,POS
1177,2024-01-18 02:00:00,Credit,2844.781636565958,POS
1150,2024-01-18 03:00:00,Credit,3318.4066572474617,Mobile
1171,2024-01-18 04:00:00,Debit,2746.426360616313,Mobile
1037,2024-01-18 05:00:00,Credit,4397.48302308346,Online
1083,2024-01-18 06:00:00,Credit,3381.1446588317963,ATM
1150,2024-01-18 07:00:00,Credit,2739.3466243432267,Online
1127,2024-01-18 08:00:00,Debit,4150.517970235348,Mobile
1125,2024-01-18 09:00:00,Debit,3034.671359018064,ATM
1044,2024-01-18 10:00:00,Debit,1462.8097964480432,ATM
1051,2024-01-18 11:00:00,Credit,1043.4036417010905,Mobile
1079,2024-01-18 12:00:00,Credit,770.1156504567672,POS
1177,2024-01-18 13:00:00,Debit,4498.281510605047,POS
1123,2024-01-18 14:00:00,Debit,3553.5758046723486,ATM
1118,2024-01-18 15:00:00,Debit,4687.518406439961,Online
1007,2024-01-18 16:00:00,Credit,3020.4261105175656,POS
1084,2024-01-18 17:00:00,Debit,2372.2703986596134,Online
1128,2024-01-18 18:00:00,Debit,307.98527996473774,POS
1007,2024-01-18 19:00:00,Credit,3361.4949849146888,POS
1156,2024-01-18 20:00:00,Credit,2915.2217112434737,Online
1095,2024-01-18 21:00:00,Credit,4951.142379002231,Mobile
1101,2024-01-18 22:00:00,Debit,1203.4023011333927,POS
1004,2024-01-18 23:00:00,Credit,2658.379402881311,POS
1085,2024-01-19 00:00:00,Credit,3258.2771022391826,Online
