Date,Open,High,Low,Close,Volume
2023-05-16,100.45465658763987,122.70187301735288,93.35115477042055,92.56049004235932,3649228
2023-05-17,98.55082036717099,110.9060801954409,83.4463974240326,119.90622755537842,1750865
2023-05-18,90.5083825348819,117.49225229252943,83.84578037617342,105.06585030993728,3538911
2023-05-19,92.15782853986609,122.51719831428473,80.81737232532957,107.86155051960131,3979706
2023-05-22,90.62858371373468,120.06272517160176,83.3787012614433,92.01229432165283,4709990
2023-05-23,102.72820822527561,127.12979682376644,85.57180678063918,112.49881411197534,3990893
2023-05-24,96.28711962152653,123.1738726323789,83.54020968553493,96.29716779286757,1540659
2023-05-25,100.17141382329406,113.2586885416286,81.77405067514111,116.94162868322141,4977244
2023-05-26,108.15132947852186,111.4113749480086,82.41271742201202,96.15418921446022,3519997
2023-05-29,94.9858445829775,122.84838556412632,89.21557536065451,95.72063161991,3803696
2023-05-30,98.2076584607126,110.53022621083244,84.12667436811586,91.09649003544284,3421212
2023-05-31,105.11102277086097,121.71551162546926,87.28539722096151,104.16200835329998,3093373
2023-06-01,94.57596330983245,128.80460482849915,90.06834541709713,106.94523399787849,2646836
2023-06-02,91.53959819657587,121.50948355751758,93.80789657258731,91.97125918285057,2241835
2023-06-05,95.79502905827536,117.76339852413044,80.78624279682198,113.26582850085032,3372280
2023-06-06,93.22442574508008,122.86576436884707,95.98820797818085,103.59866504244083,3916623
2023-06-07,108.59395304685145,119.16505780983033,92.55800778981816,105.7317080798274,3706871
2023-06-08,106.16240759128834,120.91233578631869,81.63518063897743,103.22288240814684,1870123
2023-06-09,102.66807513020846,128.8292961755305,97.47157248213554,102.02289182625978,3942190
2023-06-12,107.42921180375436,117.72205275601549,98.41744801063626,106.78920993924653,4549560
2023-06-13,106.07344153798229,129.22381127647827,81.22155919709728,94.65720737792138,3986249
2023-06-14,93.73140117772071,128.10701283912127,85.53755296294408,95.45784391485813,4775389
2023-06-15,107.85117996979956,113.91582269578593,96.12402559586123,115.85356863040552,4326872
2023-06-16,100.78684483831302,111.38722601750331,94.96519380767316,118.38346386400897,2859582
2023-06-19,106.14880310328125,112.01556002754853,83.69042038712755,101.19927948839259,2969510
2023-06-20,107.92182599846987,110.364436513031,84.18698646673421,98.12234019430662,1250195
2023-06-21,96.36006949943727,111.88885921511857,87.40944205582764,109.31998629717047,2192324
2023-06-22,92.20103849055353,123.66013546832714,89.69045970382042,102.2620251329429,4549760
2023-06-23,94.55870325083883,111.42377296920458,92.36509543060592,90.76159066981035,3129885
2023-06-26,98.54215577252512,116.37951260587522,87.37827279139545,94.68457792098572,2789616
2023-06-27,106.36029531844986,126.89750621938909,89.25069432266295,111.47916686542193,1526338
2023-06-28,107.21461166512687,110.46543871471651,94.94941876267512,109.76771825730454,3207148
2023-06-29,90.13904261062382,126.28936965177871,80.73366405781196,90.8128797751045,1558221
2023-06-30,100.21494605155132,115.637095495468,85.04873888688041,96.65916485798849,1549239
2023-07-03,98.34822006297559,112.36329655243313,94.26699171769104,96.93224389764214,1556701
2023-07-04,94.4421562094146,123.93474330728301,97.90413675374398,110.15678230796185,2214449
2023-07-05,92.39730734667366,122.57885693559768,90.23354884231333,90.59131613263092,2759555
2023-07-06,96.75230342807257,127.54944027054106,90.64226970530632,93.12325745953721,4047569
2023-07-07,108.85819407825039,124.70142087607772,82.14344022679552,113.99748256119568,1899005
2023-07-10,96.4640586404151,126.06961860769697,88.9482473364691,95.35633986163,2036580
2023-07-11,100.37581243486733,115.64069145142614,90.65234532910046,109.58238323555624,1433816
2023-07-12,104.06037917790356,113.54879087559446,84.8494100726946,97.1454834314018,4858863
2023-07-13,97.27259204758587,125.01229503281716,85.38486461898762,92.98324178278035,2270464
2023-07-14,109.43564165441921,126.13669478534528,87.54568326209245,97.29516572998362,1785332
2023-07-17,109.24894589884222,129.81010284001346,80.40142395555452,111.66800795566978,2794029
2023-07-18,95.03564591650728,118.25235353822853,86.44158331166356,115.67089404318857,1767950
2023-07-19,99.9449701178477,117.44036171585566,84.22896013993089,114.90659593700974,1166472
2023-07-20,96.0175661963354,125.52825921483993,86.54994704355829,101.91550588855364,1397710
2023-07-21,95.69680988754935,116.81607080506036,82.39524263638502,110.04255409711939,3308912
2023-07-24,90.73773894709066,128.6151465120713,97.8105456147979,96.14952886247463,1122744
2023-07-25,102.19128667959794,127.16825503686024,91.87184907108097,98.7944319078304,2778627
2023-07-26,100.05358046457724,118.57988054750037,93.58204638288979,116.89007455563359,3063499
2023-07-27,91.02957502499979,125.01742135582995,95.78342477214676,90.39005770532208,2550522
2023-07-28,95.57292928473223,125.09085748169365,89.96884397858115,92.56525592563405,4188729
2023-07-31,108.16531771933307,112.06247737671865,81.73840576174847,96.23658765438083,1591652
2023-08-01,94.79123781333945,128.05105813359134,90.74213083637096,90.79596611621459,1911420
2023-08-02,92.89789744182445,120.10504744895714,91.73682236041758,95.44306305269392,1831460
2023-08-03,99.78905520555126,126.52914932215484,94.9087894836866,107.49124682909077,3335658
2023-08-04,109.71300908221201,116.40099202061224,88.63319092459359,102.64273651777494,3850171
2023-08-07,94.84110543023002,127.91046456992402,82.55160605591128,116.78015133230925,3527941
2023-08-08,103.44271094811756,117.78403357468326,85.67551811597448,114.52330685215323,4801894
2023-08-09,105.23239230657435,110.21675302960597,87.26164592797271,100.25452055093628,1910775
2023-08-10,94.752750879848,128.10763952838528,92.91834482663202,97.78270300293877,2760574
2023-08-11,104.5643269722372,111.82573353572268,91.41556609337823,101.39077224501801,2701165
2023-08-14,97.35566265438507,116.38627275180829,87.12193451795693,107.70884827544424,1912727
2023-08-15,102.64611661187159,129.0012393410161,99.7303049758596,98.0419092246863,3596874
2023-08-16,102.67059421521789,129.0121429387511,92.11549638713774,108.72446723547402,2733693
2023-08-17,100.71549368149518,121.46875776246573,84.74453583471988,102.2823495657372,1558924
2023-08-18,91.80579540108816,122.63674424339598,82.03564945240808,106.5614154255594,4881185
2023-08-21,106.70604991178476,118.9689104395664,83.05718278368664,103.0837958740595,1179352
2023-08-22,96.41560129943471,115.86421543396129,84.91915456769016,98.83397278625753,1810694
2023-08-23,93.73037020799708,116.57329090739832,83.21362746519111,118.4535992088647,3290435
2023-08-24,90.81550283109527,123.45036912154077,83.73134048102611,112.90817382479283,1972346
2023-08-25,101.81785886376484,125.0474905887536,85.70190337387695,94.20339527299357,1915015
2023-08-28,103.55128723684565,125.83158087451697,83.4674719058951,116.05403927693739,2498771
2023-08-29,90.33175657855712,125.79236285589107,97.9353084925285,104.62293594748542,4915612
2023-08-30,100.24186116598563,111.8241220609738,81.60467491323284,116.83656680682274,1998974
2023-08-31,94.52991550395876,119.88840609405163,90.49022779140509,113.99565767841946,1431413
2023-09-01,102.903455808189,111.15117520033289,88.20793653979322,102.756405134077,2352564
2023-09-04,93.48732858009983,120.9905776464747,99.64757233817213,90.67407924960352,3424050
2023-09-05,103.81875476204932,118.83061002746754,82.24077804336105,98.06032078154838,1951661
2023-09-06,97.73470692601074,127.754083655166,87.95711198091483,106.24902643982601,1863561
2023-09-07,108.73459977473469,117.01830025104158,99.38940866550737,109.00434659478442,1302186
2023-09-08,92.75041888291986,112.34134032855212,97.3101425178796,97.73663056299607,4207393
2023-09-11,96.82132702100517,112.85983364105672,96.3414414189856,94.18068222218473,2295160
2023-09-12,92.26947042481179,125.23021263434944,85.1580565408988,115.04790710397897,4262681
2023-09-13,108.49387236557126,122.36436126632522,83.41775174780132,119.53206542110657,3573224
2023-09-14,107.54678706761962,112.0224535224558,93.37286439848862,105.77070546908058,4828464
2023-09-15,95.15883255430312,111.68213612229995,98.58751978255171,95.15037857544911,2026553
2023-09-18,103.19968092068358,124.0193826291824,91.1352578602786,98.16921979558107,2235202
2023-09-19,106.34444400402433,111.45526012728386,91.432253789398,90.55172029642401,1145271
2023-09-20,101.10401623198925,126.43720118580713,85.59958187320568,117.42896419681497,3215685
2023-09-21,100.59301156712013,124.12484454312992,95.38985866383874,93.53253248670424,1968452
2023-09-22,94.83704581800903,111.626975612838,83.74087497115046,107.2954942654276,4743797
2023-09-25,91.86205535611798,111.69675428170383,86.47358472808487,98.22165662061619,2514542
2023-09-26,107.94431515906653,129.7327915700235,88.50872877232834,106.6253400754738,3163414
2023-09-27,108.00836114326661,117.4854159151224,90.1522075736891,109.54261165055593,3930184
2023-09-28,102.66202914546535,117.41284294133781,84.8481946483016,114.89225411121605,1076898
2023-09-29,96.78059582097401,126.25599134515005,82.29673649478407,96.19263815281809,3552851
2023-10-02,96.98419149225322,128.94497154767717,92.21240084883266,90.32987485975441,4295097
2023-10-03,104.5191135774048,129.72002127645743,85.77261106480512,94.10656890206423,3651888
2023-10-04,107.94220519905154,125.06756370517883,91.62476442845224,117.00055925544315,1288316
2023-10-05,107.74172848530235,117.52519171061832,83.08725430548405,116.21670232687546,3008954
2023-10-06,105.59751091715248,111.67001433397337,89.62280203709635,107.92239306510925,4153385
2023-10-09,102.84063292308575,125.54293831854874,90.65178865103172,108.0155058130096,3574754
2023-10-10,91.68279929990098,121.1680849947161,81.03647073644854,109.95110023638766,2829553
2023-10-11,93.23257428189227,118.48444018493953,86.73208556387841,95.26113835870349,4041341
2023-10-12,107.97108377054158,128.1270877018947,82.68829353877949,117.4323583777488,2039504
2023-10-13,102.12858119319179,112.22394964612303,81.26749940945535,102.5631157467622,3472151
2023-10-16,90.1839410323326,119.85250208581718,99.7992046477989,101.49415584748492,2732767
2023-10-17,92.02943085732065,110.22707289534839,86.44707689949446,105.56753115848512,3105058
2023-10-18,103.27003538216111,119.37321283988253,96.1974889170927,91.40897900325164,4469285
2023-10-19,90.10123167692437,111.12606551363675,85.09281309527528,94.98850106268239,4724044
2023-10-20,93.21616102834997,112.37635832536144,93.63005444447859,112.14100849279112,1793719
2023-10-23,100.97467578733172,112.3505249355421,95.20455719779373,92.48396003775379,4441532
2023-10-24,103.83790395385387,122.98420604232128,91.91277481215688,108.09456328399165,4614702
2023-10-25,103.03922519005201,124.92089758530847,89.43152377100317,97.36047329043963,3944088
2023-10-26,94.4853861892112,121.6673753019432,88.23681828294536,101.6788684212593,1715080
2023-10-27,104.24358442695072,129.24345096949082,86.97736533085991,98.660812103121,2675843
2023-10-30,94.744981749936,117.49741159047409,98.59058288495652,100.67018149394848,1034701
2023-10-31,96.50799396318536,115.71424172563721,96.61238815575459,111.57137715552736,4229028
2023-11-01,104.92982810236049,127.3719825637892,99.30053821333026,98.91365146869525,3862689
2023-11-02,102.9926579809443,114.47191677038906,82.4859444697109,106.99213920890692,2721610
2023-11-03,106.98446820988356,129.2644507888122,94.61734950407289,104.28151206597299,3180712
2023-11-06,103.15225784600686,110.24308949379633,98.76680913642076,109.91013496087945,3339767
2023-11-07,101.36617206670942,129.3975765341528,83.6246613233132,118.10489217974273,3140794
2023-11-08,91.87349535656185,110.86319823901152,81.32992534733555,111.9771629163075,3614235
2023-11-09,97.35431606118867,127.82286227396142,94.82241298580118,96.4482113577227,1491036
2023-11-10,95.3040473536345,120.554022181726,91.48946226359824,90.93549405183855,1327304
2023-11-13,94.87979286758167,129.859295922386,96.83657553516544,97.86792132899475,2852610
2023-11-14,109.46021109504892,111.47593129470798,82.79544753252578,107.85233792100765,3462616
2023-11-15,97.8619544933352,121.07708568802641,95.9053462371978,91.5427744045275,3710241
2023-11-16,107.84093110354226,129.38605071238197,84.03254640095489,104.89098741603709,4433803
2023-11-17,102.62277251994526,120.46195688340298,83.27311885731409,107.90528546750667,2142953
2023-11-20,105.89622607083297,122.58797276270525,83.28531595861986,100.02731672450882,4961352
2023-11-21,100.05274186210384,123.91497377969235,96.29149440462764,113.12736611237466,4978702
2023-11-22,101.53807769252718,119.09082129535547,93.303944413924,93.19794759401316,4974680
2023-11-23,99.85035387637728,122.55116160168127,90.46130849538238,92.25413345207426,1326916
2023-11-24,93.90485975596089,121.686286238462,87.17660968247004,111.8456626861081,4597706
2023-11-27,104.44904230523011,128.02316020981976,97.54401081626216,104.86473948618595,1312250
2023-11-28,95.61544724881712,110.90892760682915,87.84890214845271,110.65207189283208,1605409
2023-11-29,90.48631932862908,115.6192637918446,96.33198878943153,103.04482015811239,2074135
2023-11-30,102.90944591814336,129.0082296815312,88.78269817140436,97.3920609971732,3989179
2023-12-01,93.54221358814098,127.80527567781833,87.53888858849815,114.573069530226,3655182
2023-12-04,108.80917168705828,119.11313505571425,89.25359571339213,113.98247636906937,1856101
2023-12-05,109.07857154005174,122.40265195603074,86.02755748328283,110.8408941256328,2725690
2023-12-06,108.29728780440897,115.54762365962266,94.95218760352502,98.16435411689888,4280772
2023-12-07,97.4031740051089,113.76242319447523,90.05440780184958,107.70692000607261,4257945
2023-12-08,90.30913233057734,119.27396809879964,84.64425390293634,100.8292169082008,2614737
2023-12-11,108.5663712517545,117.06704456052105,97.99149146549136,92.74746219979903,1892964
2023-12-12,98.56368296634629,121.67312223701744,87.67782442746423,117.51940726386728,2961275
2023-12-13,109.3330963808734,111.5546927392997,90.87105722227977,94.10455892756885,1403119
2023-12-14,109.27239954178506,129.48789615332333,98.12944221929094,118.50712061462407,3755532
2023-12-15,107.0601891093472,129.72421488959205,92.48475991827985,103.38017318873867,4973915
